stewardry|https://tools.wmflabs.org/pathoschild-contrib/stewardry/?wiki=~{0}
stq|https://stq.wikipedia.org/wiki/~{0}
strategy|https://strategy.wikimedia.org/wiki/~{0}
strategywiki|http://strategywiki.org/wiki/~{0}
su|https://su.wikipedia.org/wiki/~{0}
sulutil|https://meta.wikimedia.org/wiki/Special:CentralAuth/~{0}
sv|https://sv.wikipedia.org/wiki/~{0}
svn|https://svn.wikimedia.org/viewvc/mediawiki/~{0}?view=log
sw|https://sw.wikipedia.org/wiki/~{0}
swinbrain|https://swinbrain.ict.swin.edu.au/wiki/~{0}
swtrain|http://train.spottingworld.com/~{0}
szl|https://szl.wikipedia.org/wiki/~{0}
ta|https://ta.wikipedia.org/wiki/~{0}
tabwiki|http://www.tabwiki.com/index.php/~{0}
tclerswiki|http://wiki.tcl.tk/~{0}
te|https://te.wikipedia.org/wiki/~{0}
technorati|http://www.technorati.com/search/~{0}
tenwiki|https://ten.wikipedia.org/wiki/~{0}
test2wiki|https://test2.wikipedia.org/wiki/~{0}
testwiki|https://test.wikipedia.org/wiki/~{0}
testwikidata|https://test.wikidata.org/wiki/~{0}
tet|https://tet.wikipedia.org/wiki/~{0}
tfwiki|http://tfwiki.net/wiki/~{0}
tg|https://tg.wikipedia.org/wiki/~{0}
th|https://th.wikipedia.org/wiki/~{0}
thelemapedia|http://www.thelemapedia.org/index.php/~{0}
theopedia|http://www.theopedia.com/~{0}
thinkwiki|http://www.thinkwiki.org/wiki/~{0}
ti|https://ti.wikipedia.org/wiki/~{0}
tibiawiki|http://tibia.wikia.org/wiki/~{0}
ticket|https://ticket.wikimedia.org/otrs/index.pl?Action=AgentTicketZoom&TicketNumber=~{0}
tk|https://tk.wikipedia.org/wiki/~{0}
tl|https://tl.wikipedia.org/wiki/~{0}
tmbw|http://tmbw.net/wiki/~{0}
tmnet|http://www.technomanifestos.net/?~{0}
tmwiki|http://www.EasyTopicMaps.com/?page=~{0}
tn|https://tn.wikipedia.org/wiki/~{0}
to|https://to.wikipedia.org/wiki/~{0}
toollabs|https://tools.wmflabs.org/~{0}
tools|https://toolserver.org/~{0}
tpi|https://tpi.wikipedia.org/wiki/~{0}
tr|https://tr.wikipedia.org/wiki/~{0}
translatewiki|https://translatewiki.net/wiki/~{0}
ts|https://ts.wikipedia.org/wiki/~{0}
tswiki|https://www.mediawiki.org/wiki/Toolserver:~{0}
tt|https://tt.wikipedia.org/wiki/~{0}
tum|https://tum.wikipedia.org/wiki/~{0}
tviv|http://tviv.org/wiki/~{0}
tvtropes|http://www.tvtropes.org/pmwiki/pmwiki.php/Main/~{0}
tw|https://tw.wikipedia.org/wiki/~{0}
twiki|http://twiki.org/cgi-bin/view/~{0}
ty|https://ty.wikipedia.org/wiki/~{0}
tyv|https://tyv.wikipedia.org/wiki/~{0}
tyvawiki|http://www.tyvawiki.org/wiki/~{0}
udm|https://udm.wikipedia.org/wiki/~{0}
ug|https://ug.wikipedia.org/wiki/~{0}
uk|https://uk.wikipedia.org/wiki/~{0}
uncyclopedia|http://en.uncyclopedia.co/wiki/~{0}
unihan|http://www.unicode.org/cgi-bin/GetUnihanData.pl?codepoint=~{0}
unreal|http://wiki.beyondunreal.com/wiki/~{0}
ur|https://ur.wikipedia.org/wiki/~{0}
urbandict|http://www.urbandictionary.com/define.php?term=~{0}
usability|https://usability.wikimedia.org/wiki/~{0}
usej|http://www.tejo.org/usej/~{0}
usemod|http://www.usemod.com/cgi-bin/wiki.pl?~{0}
uz|https://uz.wikipedia.org/wiki/~{0}
v|https://en.wikiversity.org/wiki/~{0}
ve|https://ve.wikipedia.org/wiki/~{0}
vec|https://vec.wikipedia.org/wiki/~{0}
vep|https://vep.wikipedia.org/wiki/~{0}
vi|https://vi.wikipedia.org/wiki/~{0}
viaf|http://viaf.org/viaf/~{0}
vinismo|http://vinismo.com/en/~{0}
vkol|http://kol.coldfront.net/thekolwiki/index.php/~{0}
vlos|http://www.thuvienkhoahoc.com/tusach/~{0}
vls|https://vls.wikipedia.org/wiki/~{0}
vo|https://vo.wikipedia.org/wiki/~{0}
voipinfo|http://www.voip-info.org/wiki/view/~{0}
voy|https://en.wikivoyage.org/wiki/~{0}
vro|https://fiu-vro.wikipedia.org/wiki/~{0}
w|https://en.wikipedia.org/wiki/~{0}
wa|https://wa.wikipedia.org/wiki/~{0}
war|https://war.wikipedia.org/wiki/~{0}
werelate|http://www.werelate.org/wiki/~{0}
wg|https://wg-en.wikipedia.org/wiki/~{0}
wikia|http://www.wikia.com/wiki/c:~{0}
wikiapiary|https://wikiapiary.com/wiki/~{0}
wikiasite|http://www.wikia.com/wiki/c:~{0}
wikibooks|https://en.wikibooks.org/wiki/~{0}
wikichristian|http://www.wikichristian.org/index.php?title=~{0}
wikicities|http://www.wikia.com/wiki/~{0}
wikicity|http://www.wikia.com/wiki/c:~{0}
wikidata|https://www.wikidata.org/wiki/~{0}
wikif1|http://www.wikif1.org/~{0}
wikifur|https://en.wikifur.com/wiki/~{0}
wikihow|http://www.wikihow.com/~{0}
wikiindex|http://wikiindex.org/~{0}
wikilemon|http://wiki.illemonati.com/~{0}
wikilivres|http://wikilivres.ca/wiki/~{0}
wikilivresru|http://wikilivres.ru/~{0}
wikimac-de|http://apfelwiki.de/wiki/Main/~{0}
wikimedia|https://wikimediafoundation.org/wiki/~{0}
wikinews|https://en.wikinews.org/wiki/~{0}
wikinfo|http://wikinfo.org/w/index.php/~{0}
wikinvest|http://www.wikinvest.com/~{0}
wikiotics|https://wikiotics.org/~{0}
wikipedia|https://en.wikipedia.org/wiki/~{0}
wikipediawikipedia|https://en.wikipedia.org/wiki/Wikipedia:~{0}
wikiquote|https://en.wikiquote.org/wiki/~{0}
wikiskripta|http://www.wikiskripta.eu/index.php/~{0}
wikisophia|http://wikisophia.org/index.php?title=~{0}
wikisource|https://en.wikisource.org/wiki/~{0}
wikispecies|https://species.wikimedia.org/wiki/~{0}
wikispot|http://wikispot.org/?action=gotowikipage&v=~{0}
wikitech|https://wikitech.wikimedia.org/wiki/~{0}
wikiti|http://wikiti.denglend.net/index.php?title=~{0}
wikitree|http://wikitree.org/index.php?title=~{0}
wikiversity|https://en.wikiversity.org/wiki/~{0}
wikivoyage|https://en.wikivoyage.org/wiki/~{0}
wikiwikiweb|http://c2.com/cgi/wiki?~{0}
wikt|https://en.wiktionary.org/wiki/~{0}
wiktionary|https://en.wiktionary.org/wiki/~{0}
wipipedia|http://www.londonfetishscene.com/wipi/index.php/~{0}
wlug|http://www.wlug.org.nz/~{0}
wm2005|https://wikimania2005.wikimedia.org/wiki/~{0}
wm2006|https://wikimania2006.wikimedia.org/wiki/~{0}
wm2007|https://wikimania2007.wikimedia.org/wiki/~{0}
wm2008|https://wikimania2008.wikimedia.org/wiki/~{0}
wm2009|https://wikimania2009.wikimedia.org/wiki/~{0}
wm2010|https://wikimania2010.wikimedia.org/wiki/~{0}
wm2011|https://wikimania2011.wikimedia.org/wiki/~{0}
wm2012|https://wikimania2012.wikimedia.org/wiki/~{0}
wm2013|https://wikimania2013.wikimedia.org/wiki/~{0}
wm2014|https://wikimania2014.wikimedia.org/wiki/~{0}
wm2015|https://wikimania2015.wikimedia.org/wiki/~{0}
wm2016|https://wikimania2016.wikimedia.org/wiki/~{0}
wmania|https://wikimania.wikimedia.org/wiki/~{0}
wmar|http://www.wikimedia.org.ar/wiki/~{0}
wmau|http://wikimedia.org.au/wiki/~{0}
wmbd|https://bd.wikimedia.org/wiki/~{0}
wmbe|https://be.wikimedia.org/wiki/~{0}
wmbr|https://br.wikimedia.org/wiki/~{0}
wmca|https://ca.wikimedia.org/wiki/~{0}
wmch|http://www.wikimedia.ch/~{0}
wmcl|http://www.wikimediachile.cl/index.php?title=~{0}
wmcn|https://cn.wikimedia.org/wiki/~{0}
wmco|https://co.wikimedia.org/wiki/~{0}
wmcz|http://www.wikimedia.cz/web/~{0}
wmdc|http://wikimediadc.org/wiki/~{0}
wmde|https://wikimedia.de/wiki/~{0}
wmdeblog|https://blog.wikimedia.de/~{0}
wmdk|https://dk.wikimedia.org/wiki/~{0}
wmee|https://ee.wikimedia.org/wiki/~{0}
wmes|https://www.wikimedia.es/wiki/~{0}
wmet|https://ee.wikimedia.org/wiki/~{0}
wmf|https://wikimediafoundation.org/wiki/~{0}
wmfblog|https://blog.wikimedia.org/~{0}
wmfi|https://fi.wikimedia.org/wiki/~{0}
wmfr|http://wikimedia.fr/~{0}
wmhk|http://wikimedia.hk/index.php/~{0}
wmhu|http://wikimedia.hu/wiki/~{0}
wmid|http://www.wikimedia.or.id/wiki/~{0}
wmil|http://www.wikimedia.org.il/~{0}
wmin|http://wiki.wikimedia.in/~{0}
wmit|http://wiki.wikimedia.it/wiki/~{0}
wmke|http://wikimedia.or.ke/~{0}
wmmk|https://mk.wikimedia.org/wiki/~{0}
wmmx|https://mx.wikimedia.org/wiki/~{0}
wmnl|https://nl.wikimedia.org/wiki/~{0}
wmno|https://no.wikimedia.org/wiki/~{0}
wmnyc|https://nyc.wikimedia.org/wiki/~{0}
wmpa-us|https://pa-us.wikimedia.org/wiki/~{0}
wmph|http://wikimedia.org.ph/wmph/index.php?title=~{0}
wmpl|https://pl.wikimedia.org/wiki/~{0}
wmpt|http://wikimedia.pt/~{0}
wmrs|https://rs.wikimedia.org/wiki/~{0}
wmru|https://ru.wikimedia.org/wiki/~{0}
wmse|https://se.wikimedia.org/wiki/~{0}
wmsk|http://wikimedia.sk/~{0}
wmteam|https://wikimaniateam.wikimedia.org/wiki/~{0}
wmtr|https://tr.wikimedia.org/wiki/~{0}
wmtw|http://wikimedia.tw/wiki/index.php5/~{0}
wmua|https://ua.wikimedia.org/wiki/~{0}
wmuk|https://wikimedia.org.uk/wiki/~{0}
wmve|http://wikimedia.org.ve/wiki/~{0}
wmza|http://wikimedia.org.za/wiki/~{0}
wo|https://wo.wikipedia.org/wiki/~{0}
wookieepedia|http://starwars.wikia.com/wiki/~{0}
wowwiki|http://www.wowwiki.com/~{0}
wqy|http://wqy.sourceforge.net/cgi-bin/index.cgi?~{0}
wurmpedia|http://wurmpedia.com/index.php/~{0}
wuu|https://wuu.wikipedia.org/wiki/~{0}
xal|https://xal.wikipedia.org/wiki/~{0}
xh|https://xh.wikipedia.org/wiki/~{0}
xmf|https://xmf.wikipedia.org/wiki/~{0}
yi|https://yi.wikipedia.org/wiki/~{0}
yo|https://yo.wikipedia.org/wiki/~{0}
yue|https://zh-yue.wikipedia.org/wiki/~{0}
za|https://za.wikipedia.org/wiki/~{0}
zea|https://zea.wikipedia.org/wiki/~{0}
zh|https://zh.wikipedia.org/wiki/~{0}
zh-cfr|https://zh-min-nan.wikipedia.org/wiki/~{0}
zh-classical|https://zh-classical.wikipedia.org/wiki/~{0}
zh-cn|https://zh.wikipedia.org/wiki/~{0}
zh-min-nan|https://zh-min-nan.wikipedia.org/wiki/~{0}
zh-tw|https://zh.wikipedia.org/wiki/~{0}
zh-yue|https://zh-yue.wikipedia.org/wiki/~{0}
zrhwiki|http://www.zrhwiki.ch/wiki/~{0}
zu|https://zu.wikipedia.org/wiki/~{0}
zum|http://wiki.zum.de/~{0}
zwiki|http://www.zwiki.org/~{0}
ĉej|http://esperanto.blahus.cz/cxej/vikio/index.php/~{0}
